STATE,BRAND,YEAR,PURCHASES,PREDICTED
CA,FORD,2007,146.0,
CA,FORD,2008,223.0,
CA,FORD,2009,48.0,
CA,FORD,2010,14.0,
CA,FORD,2011,17.0,
CA,FORD,2012,10.0,
CA,FORD,2013,10.0,
CA,FORD,2014,5.0,
CA,FORD,2015,5.0,
CA,FORD,2016,4.0,
CA,FORD,2017,2.0,
CA,FORD,2018,,0.0
VA,TOYOTA,1986,1.0,
VA,TOYOTA,1987,2.0,
VA,TOYOTA,1988,3.0,
VA,TOYOTA,1989,3.0,
VA,TOYOTA,1990,1.0,
VA,TOYOTA,1991,7.0,
VA,TOYOTA,1992,8.0,
VA,TOYOTA,1993,16.0,
VA,TOYOTA,1994,6.0,
VA,TOYOTA,1995,9.0,
VA,TOYOTA,1996,16.0,
VA,TOYOTA,1997,35.0,
VA,TOYOTA,1998,79.0,
VA,TOYOTA,1999,109.0,
VA,TOYOTA,2000,123.0,
VA,TOYOTA,2001,163.0,
VA,TOYOTA,2002,190.0,
VA,TOYOTA,2003,244.0,
VA,TOYOTA,2004,467.0,
VA,TOYOTA,2005,409.0,
VA,TOYOTA,2006,423.0,
VA,TOYOTA,2007,318.0,
VA,TOYOTA,2008,277.0,
VA,TOYOTA,2009,368.0,
VA,TOYOTA,2010,348.0,
VA,TOYOTA,2011,334.0,
VA,TOYOTA,2012,343.0,
VA,TOYOTA,2013,274.0,
VA,TOYOTA,2014,368.0,
VA,TOYOTA,2015,200.0,
VA,TOYOTA,2016,37.0,
VA,TOYOTA,2017,186.0,
VA,TOYOTA,2018,3.0,
VA,TOYOTA,2019,2.0,
VA,TOYOTA,2020,1.0,
VA,TOYOTA,2021,,-11.158057048551562
VA,FORD,1987,1.0,
VA,FORD,1988,2.0,
VA,FORD,1989,1.0,
VA,FORD,1990,4.0,
VA,FORD,1991,4.0,
VA,FORD,1992,2.0,
VA,FORD,1993,3.0,
VA,FORD,1994,8.0,
VA,FORD,1995,9.0,
VA,FORD,1996,16.0,
VA,FORD,1997,13.0,
VA,FORD,1998,77.0,
VA,FORD,1999,129.0,
VA,FORD,2000,190.0,
VA,FORD,2001,219.0,
VA,FORD,2002,202.0,
VA,FORD,2003,237.0,
VA,FORD,2004,240.0,
VA,FORD,2005,300.0,
VA,FORD,2006,230.0,
VA,FORD,2007,197.0,
VA,FORD,2008,188.0,
VA,FORD,2009,103.0,
VA,FORD,2010,199.0,
VA,FORD,2011,158.0,
VA,FORD,2012,195.0,
VA,FORD,2013,243.0,
VA,FORD,2014,152.0,
VA,FORD,2015,128.0,
VA,FORD,2016,77.0,
VA,FORD,2017,37.0,
VA,FORD,2018,88.0,
VA,FORD,2019,4.0,
VA,FORD,2020,1.0,
VA,FORD,2021,,100.15773799444571
VA,HONDA,1989,2.0,
VA,HONDA,1990,1.0,
VA,HONDA,1991,1.0,
VA,HONDA,1992,1.0,
VA,HONDA,1993,5.0,
VA,HONDA,1994,1.0,
VA,HONDA,1995,5.0,
VA,HONDA,1996,5.0,
VA,HONDA,1997,26.0,
VA,HONDA,1998,30.0,
VA,HONDA,1999,58.0,
VA,HONDA,2000,93.0,
VA,HONDA,2001,111.0,
VA,HONDA,2002,110.0,
VA,HONDA,2003,141.0,
VA,HONDA,2004,191.0,
VA,HONDA,2005,212.0,
VA,HONDA,2006,258.0,
VA,HONDA,2007,247.0,
VA,HONDA,2008,226.0,
VA,HONDA,2009,203.0,
VA,HONDA,2010,221.0,
VA,HONDA,2011,154.0,
VA,HONDA,2012,296.0,
VA,HONDA,2013,302.0,
VA,HONDA,2014,222.0,
VA,HONDA,2015,215.0,
VA,HONDA,2016,113.0,
VA,HONDA,2017,29.0,
VA,HONDA,2018,151.0,
VA,HONDA,2019,13.0,
VA,HONDA,2020,1.0,
VA,HONDA,2021,,105.54486998726614
MO,FORD,1981,1.0,
MO,FORD,1982,4.0,
MO,FORD,1983,3.0,
MO,FORD,1984,4.0,
MO,FORD,1985,13.0,
MO,FORD,1986,11.0,
MO,FORD,1987,20.0,
MO,FORD,1988,22.0,
MO,FORD,1989,44.0,
MO,FORD,1990,37.0,
MO,FORD,1991,37.0,
MO,FORD,1992,43.0,
MO,FORD,1993,83.0,
MO,FORD,1994,114.0,
MO,FORD,1995,138.0,
MO,FORD,1996,103.0,
MO,FORD,1997,222.0,
MO,FORD,1998,223.0,
MO,FORD,1999,351.0,
MO,FORD,2000,315.0,
MO,FORD,2001,356.0,
MO,FORD,2002,448.0,
MO,FORD,2003,494.0,
MO,FORD,2004,312.0,
MO,FORD,2005,438.0,
MO,FORD,2006,251.0,
MO,FORD,2007,251.0,
MO,FORD,2008,210.0,
MO,FORD,2009,144.0,
MO,FORD,2010,227.0,
MO,FORD,2011,142.0,
MO,FORD,2012,71.0,
MO,FORD,2013,152.0,
MO,FORD,2014,29.0,
MO,FORD,2015,7.0,
MO,FORD,2016,3.0,
MO,FORD,2017,3.0,
MO,FORD,2018,1.0,
MO,FORD,2019,2.0,
MO,FORD,2020,1.0,
MO,FORD,2021,,-0.7143448880987366
MO,CHEVROLET,1982,3.0,
MO,CHEVROLET,1983,6.0,
MO,CHEVROLET,1984,8.0,
MO,CHEVROLET,1985,20.0,
MO,CHEVROLET,1986,16.0,
MO,CHEVROLET,1987,19.0,
MO,CHEVROLET,1988,17.0,
MO,CHEVROLET,1989,21.0,
MO,CHEVROLET,1990,22.0,
MO,CHEVROLET,1991,46.0,
MO,CHEVROLET,1992,29.0,
MO,CHEVROLET,1993,46.0,
MO,CHEVROLET,1994,63.0,
MO,CHEVROLET,1995,91.0,
MO,CHEVROLET,1996,86.0,
MO,CHEVROLET,1997,124.0,
MO,CHEVROLET,1998,169.0,
MO,CHEVROLET,1999,229.0,
MO,CHEVROLET,2000,229.0,
MO,CHEVROLET,2001,286.0,
MO,CHEVROLET,2002,297.0,
MO,CHEVROLET,2003,349.0,
MO,CHEVROLET,2004,309.0,
MO,CHEVROLET,2005,434.0,
MO,CHEVROLET,2006,243.0,
MO,CHEVROLET,2007,290.0,
MO,CHEVROLET,2008,229.0,
MO,CHEVROLET,2009,210.0,
MO,CHEVROLET,2010,150.0,
MO,CHEVROLET,2011,180.0,
MO,CHEVROLET,2012,66.0,
MO,CHEVROLET,2013,81.0,
MO,CHEVROLET,2014,8.0,
MO,CHEVROLET,2015,5.0,
MO,CHEVROLET,2016,3.0,
MO,CHEVROLET,2017,2.0,
MO,CHEVROLET,2018,4.0,
MO,CHEVROLET,2019,1.0,
MO,CHEVROLET,2020,,3.30712766558104
MO,TOYOTA,1985,5.0,
MO,TOYOTA,1986,8.0,
MO,TOYOTA,1987,2.0,
MO,TOYOTA,1988,5.0,
MO,TOYOTA,1989,12.0,
MO,TOYOTA,1990,14.0,
MO,TOYOTA,1991,26.0,
MO,TOYOTA,1992,23.0,
MO,TOYOTA,1993,26.0,
MO,TOYOTA,1994,22.0,
MO,TOYOTA,1995,29.0,
MO,TOYOTA,1996,42.0,
MO,TOYOTA,1997,73.0,
MO,TOYOTA,1998,82.0,
MO,TOYOTA,1999,111.0,
MO,TOYOTA,2000,114.0,
MO,TOYOTA,2001,121.0,
MO,TOYOTA,2002,131.0,
MO,TOYOTA,2003,162.0,
MO,TOYOTA,2004,177.0,
MO,TOYOTA,2005,198.0,
MO,TOYOTA,2006,181.0,
MO,TOYOTA,2007,246.0,
MO,TOYOTA,2008,137.0,
MO,TOYOTA,2009,148.0,
MO,TOYOTA,2010,149.0,
MO,TOYOTA,2011,122.0,
MO,TOYOTA,2012,34.0,
MO,TOYOTA,2013,89.0,
MO,TOYOTA,2014,8.0,
MO,TOYOTA,2015,7.0,
MO,TOYOTA,2016,4.0,
MO,TOYOTA,2017,1.0,
MO,TOYOTA,2018,2.0,
MO,TOYOTA,2019,3.0,
MO,TOYOTA,2020,,1.594419733006018
